source,url,name,price_raw,price_vnd,is_gaming,is_wireless,has_mic,connection,battery_life_hours,weight_gram,battery_applicable,type_was_missing,connection_was_missing,battery_life_hours_was_missing,weight_gram_was_missing,price_vnd_capped,price_vnd_original,price_per_gram,price_per_battery_hour,brand_grouped_Apple,brand_grouped_Asus,brand_grouped_Baseus,brand_grouped_Edifier,brand_grouped_Havit,brand_grouped_Huawei,brand_grouped_Hãng Khác,brand_grouped_Jbl,brand_grouped_Logitech,brand_grouped_Other,brand_grouped_Razer,brand_grouped_Sennheiser,brand_grouped_Sony,brand_grouped_Soundpeats,brand_grouped_Xiaomi,type_over-ear,connection_grouped_3.5mm+Bluetooth,connection_grouped_3.5mm+USB-A,connection_grouped_Bluetooth,connection_grouped_Other,connection_grouped_Type C,connection_grouped_Type C+Bluetooth,connection_grouped_USB-A,connection_grouped_USB-A+Bluetooth
cellphones,https://cellphones.com.vn/tai-nghe-khong-day-jbl-live-pro-2.html,Tai nghe Bluetooth True Wireless JBL Live Pro 2,3.990.000đ,3990000,0,1,1,Bluetooth,30.0,4.8,1,0,0,0,0,3990000,3990000,831250.0,133000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
cellphones,https://cellphones.com.vn/tai-nghe-chup-tai-cowin-e7-max-bluetooth-chong-on.html,Tai nghe chụp tai Bluetooth Cowin E7 Max chống ồn,1.900.000đ,1900000,0,1,0,Bluetooth,50.0,385.0,1,0,0,0,0,1900000,1900000,4935.064935064935,38000.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
cellphones,https://cellphones.com.vn/tai-nghe-gaming-havit-h2016d.html,Tai nghe chụp tai có dây Gaming Havit H2016D,450.000đ,450000,1,0,1,3.5mm,,207.0,0,0,1,1,0,450000,450000,2173.913043478261,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
cellphones,https://cellphones.com.vn/tai-nghe-chup-tai-sennheiser-accentum-plus.html,Tai nghe Bluetooth chụp tai Sennheiser ACCENTUM Plus,5.000.000đ,5000000,0,1,1,Bluetooth,50.0,222.0,1,0,0,0,0,5000000,5000000,22522.52252252252,100000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
cellphones,https://cellphones.com.vn/tai-nghe-gaming-havit-h2008d.html,Tai nghe chụp tai có dây Gaming Havit H2008D,740.000đ,740000,1,0,1,3.5mm,,207.0,0,0,0,1,0,740000,740000,3574.8792270531403,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
cellphones,https://cellphones.com.vn/tai-nghe-chup-tai-baseus-h1-pro.html,Tai nghe Bluetooth chụp tai Baseus H1 Pro,1.190.000đ,1190000,0,1,1,Bluetooth,67.5,265.0,1,0,0,0,0,1190000,1190000,4490.566037735849,17629.62962962963,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
cellphones,https://cellphones.com.vn/tai-nghe-khong-day-jbl-tune-buds-2.html,Tai nghe Bluetooth True Wireless JBL Tune Buds 2,2.690.000đ,2690000,0,1,1,Bluetooth,36.0,5.5,1,0,0,0,0,2690000,2690000,489090.9090909091,74722.22222222222,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
cellphones,https://cellphones.com.vn/tai-nghe-khong-day-anker-soundcore-r50i-a3949.html,Tai nghe Bluetooth True Wireless Anker Soundcore R50i A3949,525.000đ,525000,0,1,1,Bluetooth,30.0,45.36,1,0,0,0,0,525000,525000,11574.074074074077,17500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
cellphones,https://cellphones.com.vn/tai-nghe-bluetooth-bose-quietcomfort-ultra-earbuds-2.html,Tai nghe Bluetooth True Wireless Bose Quietcomfort Ultra Earbuds 2,7.490.000đ,7490000,0,1,1,Bluetooth,6.0,6.0,1,0,0,0,0,7490000,7490000,1248333.3333333333,1248333.3333333333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
cellphones,https://cellphones.com.vn/tai-nghe-khong-day-jbl-wave-beam.html,Tai nghe Bluetooth True Wireless JBL Wave Beam,1.490.000đ,1490000,0,1,1,Bluetooth,24.0,8.8,1,0,0,0,0,1490000,1490000,169318.1818181818,62083.333333333336,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
cellphones,https://cellphones.com.vn/tai-nghe-gaming-co-day-dareu-eh406.html,Tai nghe chụp tai Gaming có dây DareU EH406,219.000đ,219000,1,0,1,USB-A,,280.0,0,0,1,1,0,219000,219000,782.1428571428571,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
cellphones,https://cellphones.com.vn/tai-nghe-chong-on-jbl-t600btnc.html,Tai nghe chụp tai JBL T600BTNC,1.800.000đ,1800000,0,0,0,3.5mm,,219.5,0,0,1,1,0,1800000,1800000,8200.455580865604,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
cellphones,https://cellphones.com.vn/tai-nghe-samsung-galaxy-buds-3-pro.html,Tai nghe Bluetooth True Wireless Samsung Galaxy Buds 3 Pro,5.400.000đ,5400000,0,1,1,Bluetooth,34.3,5.4,1,0,0,0,0,5400000,5400000,1000000.0,157434.40233236153,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
cellphones,https://cellphones.com.vn/tai-nghe-khong-day-huawei-freebuds-se-2.html,Tai nghe Bluetooth True Wireless Huawei FreeBuds SE 2,790.000đ,790000,0,1,1,Bluetooth,34.0,5.25,1,0,0,0,1,790000,790000,150476.19047619047,23235.29411764706,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
cellphones,https://cellphones.com.vn/tai-nghe-bluetooth-samsung-galaxy-buds-core.html,Tai nghe Bluetooth Samsung Galaxy Buds Core (ANC),1.190.000đ,1190000,0,1,0,Type C+Bluetooth,8.0,5.3,1,0,0,0,0,1190000,1190000,224528.30188679247,148750.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
cellphones,https://cellphones.com.vn/tai-nghe-bluetooth-marshall-minor-4.html,Tai nghe Bluetooth True Wireless Marshall Minor IV,3.390.000đ,3390000,0,1,1,Bluetooth,30.0,7.39,1,0,0,0,0,3390000,3390000,458728.0108254398,113000.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
cellphones,https://cellphones.com.vn/tai-nghe-bluetooth-true-wireless-huawei-freebuds-se-4.html,Tai nghe Bluetooth True Wireless Huawei Freebuds SE 4 (ANC),990.000đ,990000,0,1,1,Bluetooth,50.0,4.3,1,0,0,0,0,990000,990000,230232.5581395349,19800.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
cellphones,https://cellphones.com.vn/tai-nghe-khong-day-xiaomi-redmi-buds-6.html,Tai nghe không dây Xiaomi Redmi Buds 6,1.490.000đ,1490000,0,1,0,Bluetooth,31.7,5.0,1,0,0,0,0,1490000,1490000,298000.0,47003.154574132495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
cellphones,https://cellphones.com.vn/tai-nghe-bluetooth-chup-tai-akg-y500.html,Tai nghe Bluetooth chụp tai AKG Y500,3.990.000đ,3990000,0,1,0,Bluetooth,60.0,230.0,1,0,0,0,0,3990000,3990000,17347.82608695652,66500.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
cellphones,https://cellphones.com.vn/tai-nghe-chup-tai-sony-wh-xb910n.html,Tai nghe chụp tai WH-XB910N,4.590.000đ,4590000,0,0,0,3.5mm,,252.0,0,0,1,0,0,4590000,4590000,18214.285714285717,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
cellphones,https://cellphones.com.vn/tai-nghe-chup-tai-jbl-junior-320bt.html,Tai nghe Bluetooth chụp tai JBL Junior 320BT,5.000.000đ,5000000,0,1,0,Bluetooth,61.0,219.5,1,0,0,0,0,5000000,5000000,22779.04328018223,81967.2131147541,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
cellphones,https://cellphones.com.vn/tai-nghe-khong-day-sony-wf-1000xm5.html,Tai nghe Bluetooth True Wireless Sony WF-1000XM5,6.990.000đ,6990000,0,1,1,Bluetooth,12.0,5.9,1,0,0,0,0,6990000,6990000,1184745.7627118644,582500.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
cellphones,https://cellphones.com.vn/tai-nghe-chup-tai-logitech-zone-vibe-100.html,Tai nghe Bluetooth chụp tai Gaming Logitech Zone Vibe 100,5.000.000đ,5000000,1,1,1,Bluetooth,20.0,185.0,1,0,0,0,0,5000000,5000000,27027.027027027027,250000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
cellphones,https://cellphones.com.vn/tai-nghe-khong-day-jbl-tune-beam-2.html,Tai nghe không dây JBL Tune Beam 2,2.345.000đ,2345000,0,1,0,Bluetooth,39.3,5.2,1,0,0,0,0,2345000,2345000,450961.5384615384,59669.21119592876,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
cellphones,https://cellphones.com.vn/tai-nghe-bluetooth-samsung-galaxy-buds-3-pro-kich-hoat-online.html,Tai nghe Bluetooth Samsung Galaxy Buds 3 Pro - Đã kích hoạt online - Hàng mới nguyên seal,5.400.000đ,5400000,0,1,1,Bluetooth,34.3,5.4,1,0,0,0,0,5400000,5400000,1000000.0,157434.40233236153,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
cellphones,https://cellphones.com.vn/tai-nghe-khong-day-xiaomi-redmi-buds-6-pro.html,Tai nghe không dây Xiaomi Redmi Buds 6 Pro,2.490.000đ,2490000,0,1,0,Bluetooth,9.0,5.2,1,0,0,0,0,2490000,2490000,478846.1538461538,276666.6666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
cellphones,https://cellphones.com.vn/tai-nghe-khong-day-jbl-wave-flex.html,Tai nghe Bluetooth True Wireless JBL Wave Flex,5.000.000đ,5000000,0,1,1,Bluetooth,24.0,7.6,1,0,0,0,0,5000000,5000000,657894.7368421053,208333.3333333333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
cellphones,https://cellphones.com.vn/tai-nghe-bluetooth-sony-wf-c510.html,Tai nghe Bluetooth True Wireless Sony WF-C510,1.690.000đ,1690000,0,1,0,Bluetooth,11.0,139.5,1,1,0,0,1,1690000,1690000,12114.695340501792,153636.36363636365,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
cellphones,https://cellphones.com.vn/tai-nghe-khong-day-chup-tai-soundpeats-space-3-pro.html,Tai nghe Bluetooth chụp tai SoundPEATS Space 3 Pro,5.000.000đ,5000000,0,1,0,Bluetooth,25.0,266.0,1,0,0,1,0,5000000,5000000,18796.992481203008,200000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
cellphones,https://cellphones.com.vn/tai-nghe-bluetooth-true-wireless-baseus-bass-bs-2-lite.html,Tai nghe Bluetooth True Wireless Baseus Bass BS2 Lite,390.000đ,390000,0,1,0,Bluetooth,6.0,42.0,1,0,0,0,1,390000,390000,9285.714285714286,65000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
cellphones,https://cellphones.com.vn/tai-nghe-bluetooth-soundpeats-t3-pro.html,Tai nghe Bluetooth True Wireless SoundPeats T3 Pro (ANC),500.000đ,500000,0,1,1,Bluetooth,30.0,140.0,1,0,0,0,0,500000,500000,3571.428571428572,16666.666666666668,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
cellphones,https://cellphones.com.vn/tai-nghe-khong-day-beats-solo-buds.html,Tai nghe Bluetooth True Wireless Beats Solo Buds,1.990.000đ,1990000,0,1,0,Bluetooth,27.0,26.3,1,0,0,1,1,1990000,1990000,75665.39923954374,73703.70370370371,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
cellphones,https://cellphones.com.vn/tai-nghe-chup-tai-jbl-live-460nc.html,Tai nghe Bluetooth chụp tai JBL Tune 460NC,2.990.000đ,2990000,0,1,1,3.5mm+Bluetooth,50.0,210.0,1,0,0,0,0,2990000,2990000,14238.09523809524,59800.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
cellphones,https://cellphones.com.vn/tai-nghe-bluetooth-anker-soundcore-liberty-4.html,Tai nghe không dây chống ồn Anker Soundcore Liberty 4 NC (A3947),2.390.000đ,2390000,0,1,0,Bluetooth,10.0,12.23,1,0,0,0,1,2390000,2390000,195421.0956663941,239000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
cellphones,https://cellphones.com.vn/tai-nghe-chup-tai-sennheiser-hd-600.html,Tai nghe chụp tai Sennheiser HD 600,7.990.000đ,7900000,0,0,0,3.5mm,,260.0,0,0,0,1,0,7900000,7990000,30384.615384615383,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
cellphones,https://cellphones.com.vn/tai-nghe-gaming-co-day-hyperx-cloud-alpha-2.html,Tai nghe chụp tai Gaming HyperX Cloud Alpha 2,5.000.000đ,5000000,1,0,1,3.5mm,,345.0,0,0,1,0,0,5000000,5000000,14492.753623188406,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
cellphones,https://cellphones.com.vn/tai-nghe-bose-quietcomfort-earbuds.html,Tai nghe bluetooth Bose Quietcomfort Earbuds,4.400.000đ,4400000,0,1,0,Bluetooth,31.0,8.5,1,0,0,0,0,4400000,4400000,517647.0588235294,141935.48387096773,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
cellphones,https://cellphones.com.vn/tai-nghe-khong-day-jbl-wave-beam-2.html,Tai nghe Bluetooth True Wireless JBL Wave Beam 2,1.360.000đ,1360000,0,1,0,Bluetooth,10.0,4.3,1,0,0,0,0,1360000,1360000,316279.0697674419,136000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
cellphones,https://cellphones.com.vn/tai-nghe-bluetooth-edifier-t10.html,Tai nghe Bluetooth True Wireless Edifier T10,490.000đ,490000,0,1,1,Bluetooth,23.3,41.0,1,0,0,0,0,490000,490000,11951.219512195124,21030.042918454936,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
cellphones,https://cellphones.com.vn/tai-nghe-chup-tai-ugreen-hitune-max-5c.html,Tai nghe Bluetooth chụp tai Ugreen Hitune Max 5C - HP203,690.000đ,690000,0,1,0,Type C+Bluetooth,45.0,3.6,1,0,0,0,1,690000,690000,191666.66666666663,15333.333333333334,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
cellphones,https://cellphones.com.vn/tai-nghe-khong-day-sony-wf-c710n.html,Tai nghe Bluetooth True Wireless Sony WF-C710N,2.490.000đ,2490000,0,1,0,Bluetooth,8.0,5.2,1,0,0,0,0,2490000,2490000,478846.1538461538,311250.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
cellphones,https://cellphones.com.vn/tai-nghe-chup-tai-asus-rog-delta-gen-2.html,Tai nghe chụp tai ASUS ROG Delta Gen II,4.890.000đ,4890000,0,0,1,3.5mm,,318.0,0,0,1,0,0,4890000,4890000,15377.358490566035,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
cellphones,https://cellphones.com.vn/tai-nghe-chup-tai-logitech-zone-300.html,Tai nghe Bluetooth chụp tai Gaming Logitech ZONE 300,5.000.000đ,5000000,1,1,1,Bluetooth,20.0,122.0,1,0,0,0,0,5000000,5000000,40983.60655737705,250000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
cellphones,https://cellphones.com.vn/tai-nghe-bluetooth-jbl-tune-beam.html,Tai nghe Bluetooth True Wireless JBL Tune Beam,2.490.000đ,2490000,0,1,1,Bluetooth,36.0,5.0,1,0,0,0,0,2490000,2490000,498000.0,69166.66666666667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
cellphones,https://cellphones.com.vn/tai-nghe-bluetooth-jbl-tour-pro-3.html,Tai nghe Bluetooth True Wireless JBL Tour Pro 3,5.880.000đ,5880000,0,1,0,Bluetooth,56.7,71.8,1,0,0,0,0,5880000,5880000,81894.1504178273,103703.7037037037,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
cellphones,https://cellphones.com.vn/tai-nghe-co-day-dareu-eh930.html,Tai nghe chụp tai Gaming DareU EH930,930.000đ,930000,1,0,1,USB-A,,10.0,0,0,1,1,0,930000,930000,93000.0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
cellphones,https://cellphones.com.vn/tai-nghe-khong-day-anker-soundcore-liberty-5.html,Tai nghe Bluetooth True Wireless Anker Soundcore Liberty 5 (A3957),2.290.000đ,2290000,0,1,0,Bluetooth,36.0,4.6,1,0,0,0,0,2290000,2290000,497826.0869565218,63611.11111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
cellphones,https://cellphones.com.vn/tai-nghe-khong-day-soundpeats-air-4-pro.html,Tai nghe Bluetooth True Wireless SoundPEATS Air4 Pro,1.380.000đ,1380000,0,1,1,Bluetooth,22.0,6.1,1,0,0,0,1,1380000,1380000,226229.5081967213,62727.27272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
cellphones,https://cellphones.com.vn/tai-nghe-chup-tai-beats-studio-pro.html,Tai nghe Bluetooth chụp tai Beats Studio Pro,5.000.000đ,5000000,0,1,0,Bluetooth,40.0,27.75,1,0,0,0,1,5000000,5000000,180180.18018018015,125000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
cellphones,https://cellphones.com.vn/tai-nghe-gaming-khong-day-hyperx-cloud-3-s-wireless.html,Tai nghe chụp tai Gaming Hyperx Cloud 3 S Wireless,5.000.000đ,5000000,1,1,1,Bluetooth,67.5,290.0,1,0,0,0,0,5000000,5000000,17241.379310344826,74074.07407407407,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
cellphones,https://cellphones.com.vn/tai-nghe-bluetooth-soundpeats-h3.html,Tai nghe Bluetooth True Wireless SoundPEATS H3,2.990.000đ,2990000,0,1,1,Bluetooth,26.7,6.13,1,0,0,0,0,2990000,2990000,487765.0897226754,111985.01872659176,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
cellphones,https://cellphones.com.vn/tai-nghe-bluetooth-baseus-bowie-e17.html,Tai nghe Bluetooth True Wireless Baseus Bowie E17,490.000đ,490000,0,1,1,Bluetooth,28.7,25.0,1,0,0,0,0,490000,490000,19600.0,17073.170731707316,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
cellphones,https://cellphones.com.vn/tai-nghe-khong-day-soundpeats-air-5.html,Tai nghe Bluetooth True Wireless SoundPeats Air 5,2.190.000đ,2190000,0,1,1,Bluetooth,26.7,147.25,1,0,0,0,0,2190000,2190000,14872.665534804752,82022.47191011236,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
cellphones,https://cellphones.com.vn/tai-nghe-khong-day-soundpeats-capsule-3-pro-plus.html,Tai nghe Bluetooth True Wireless SoundPEATS Capsule 3 Pro Plus,2.190.000đ,2190000,0,1,1,Bluetooth,22.0,111.0,1,0,0,0,0,2190000,2190000,19729.72972972973,99545.45454545454,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
cellphones,https://cellphones.com.vn/tai-nghe-khong-day-soundpeats-air-5-pro.html,Tai nghe Bluetooth True Wireless SoundPEATS Air 5 Pro,2.290.000đ,2290000,0,1,0,Bluetooth,7.0,4.8,1,0,0,0,0,2290000,2290000,477083.3333333334,327142.8571428572,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
cellphones,https://cellphones.com.vn/tai-nghe-khong-day-huawei-freebuds-6i.html,Tai nghe Bluetooth True Wireless Huawei Freebuds 6i,1.990.000đ,1990000,0,1,1,Bluetooth,34.0,1.0,1,0,0,0,0,1990000,1990000,1990000.0,58529.41176470588,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
cellphones,https://cellphones.com.vn/tai-nghe-khong-day-qcy-airlybuds-lite.html,Tai nghe Bluetooth True Wireless QCY Ailybuds Lite (T29),450.000đ,450000,0,1,1,Bluetooth,23.3,3.9,1,0,0,0,0,450000,450000,115384.6153846154,19313.304721030043,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
cellphones,https://cellphones.com.vn/tai-nghe-bluetooth-true-wireless-huawei-freebuds-7i.html,Tai nghe Bluetooth True Wireless Huawei Freebuds 7i,1.990.000đ,1990000,0,1,1,Bluetooth,34.0,5.4,1,0,0,0,0,1990000,1990000,368518.5185185185,58529.41176470588,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
cellphones,https://cellphones.com.vn/tai-nghe-bluetooth-sennheiser-accentum-open.html,Tai nghe Bluetooth True Wireless Sennheiser Accentum Open,2.690.000đ,2690000,0,1,0,Bluetooth,26.7,4.35,1,0,0,0,0,2690000,2690000,618390.8045977012,100749.06367041198,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
cellphones,https://cellphones.com.vn/tai-nghe-bluetooth-true-wireless-havit-tw907-se.html,Tai nghe Bluetooth True Wireless Havit TW907 SE,590.000đ,590000,0,1,1,Bluetooth,20.0,5.0,1,0,0,0,0,590000,590000,118000.0,29500.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
cellphones,https://cellphones.com.vn/tai-nghe-bluetooth-true-wireless-oppo-enco-buds-3.html,Tai nghe Bluetooth True Wireless OPPO Enco Buds3,890.000đ,890000,0,1,1,Bluetooth,35.3,3.8,1,0,0,0,0,890000,890000,234210.5263157895,25212.46458923513,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
cellphones,https://cellphones.com.vn/tai-nghe-bluetooth-sony-wi-c100.html,Tai nghe Bluetooth Sony WI-C100,650.000đ,650000,0,1,0,USB-A+Bluetooth,25.0,20.0,1,0,0,0,0,650000,650000,32500.0,26000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
cellphones,https://cellphones.com.vn/tai-nghe-bluetooth-true-wireless-oppo-enco-buds-3-pro.html,Tai nghe Bluetooth True Wireless OPPO Enco Buds3 Pro,970.000đ,970000,0,1,1,Bluetooth,37.3,4.3,1,0,0,0,0,970000,970000,225581.3953488372,26005.36193029491,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
cellphones,https://cellphones.com.vn/tai-nghe-bluetooth-powerbeat-pro.html,Tai nghe Bluetooth PowerBeats Pro,5.990.000đ,5990000,0,1,1,Bluetooth,24.0,20.3,1,0,0,0,0,5990000,5990000,295073.89162561577,249583.3333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
cellphones,https://cellphones.com.vn/tai-nghe-khong-day-soundpeats-air-4.html,Tai nghe Bluetooth True Wireless SoundPEATS Air 4,1.590.000đ,1590000,0,1,1,Bluetooth,22.0,4.0,1,0,0,0,0,1590000,1590000,397500.0,72272.72727272728,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
cellphones,https://cellphones.com.vn/tai-nghe-khong-day-huawei-freebuds-5.html,Tai nghe Bluetooth True Wireless Huawei Freebuds 5,3.090.000đ,3090000,0,1,1,Bluetooth,30.0,5.4,1,0,0,0,0,3090000,3090000,572222.2222222221,103000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
cellphones,https://cellphones.com.vn/tai-nghe-bluetooth-soundpeats-free-2-classic.html,Tai nghe Bluetooth True Wireless SoundPEATS Free2 Classic,690.000đ,690000,0,1,1,Bluetooth,24.0,4.06,1,0,0,0,0,690000,690000,169950.73891625617,28750.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
cellphones,https://cellphones.com.vn/tai-nghe-bluetooth-soundpeats-clear-pods.html,Tai nghe Bluetooth Soundpeats Clear Pods,790.000đ,790000,0,1,1,Bluetooth,26.7,44.0,1,0,0,0,0,790000,790000,17954.545454545456,29588.01498127341,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
cellphones,https://cellphones.com.vn/tai-nghe-bluetooth-nothing-ear-a.html,Tai nghe Bluetooth Nothing Ear (a),2.700.000đ,2700000,0,1,0,Bluetooth,33.3,4.8,1,0,0,0,0,2700000,2700000,562500.0,81081.0810810811,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
cellphones,https://cellphones.com.vn/tai-nghe-khong-day-realme-buds-t300.html,Tai nghe Bluetooth True Wireless realme Buds T300,790.000đ,790000,0,1,1,Bluetooth,40.0,4.1,1,0,0,0,0,790000,790000,192682.9268292683,19750.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
cellphones,https://cellphones.com.vn/tai-nghe-bluetooth-havit-life-04t-tw888.html,Tai nghe Bluetooth True Wireless Havit LIFE 04T TW888,280.000đ,280000,0,1,1,Bluetooth,26.7,204.0,1,0,0,0,1,280000,280000,1372.549019607843,10486.89138576779,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
cellphones,https://cellphones.com.vn/tai-nghe-bluetooth-edifier-w110t.html,Tai nghe Bluetooth Edifier W110T,490.000đ,490000,0,1,0,Bluetooth,26.0,3.6,1,0,0,0,0,490000,490000,136111.1111111111,18846.153846153848,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
cellphones,https://cellphones.com.vn/tai-nghe-the-thao-xiaomi-openwear-stereo-pro.html,Tai nghe Bluetooth thể thao Xiaomi OpenWear Stereo Pro,4.990.000đ,4990000,0,1,1,Bluetooth,46.7,9.7,1,0,0,0,0,4990000,4990000,514432.9896907217,106852.24839400427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
